"user","longitude","latitude","hour_taken","day_taken","month_taken","year_taken","First*(id)","Unique concatenate(hashtags)","Unique concatenate(legend)","First*(minutes_taken)","First*(hour_uploaded)","First*(day_uploaded)","First*(month_uploaded)","First*(year_uploaded)","First*(url)","longitude_normalized"
"48551155@N05",4.8165,45.764,18,26,6,2011,5.874424118E9,"france,marie,europe,lyon,places,anniversaire,fourvière,rhônealpes","?",42,20,26,6,2011,"http://farm7.staticflickr.com/6049/5874424118_1066f8331e_t.jpg",6.8828
"48551155@N05",4.819,45.734,11,1,12,2013,1.1202460023E10,"france,lyon,musée,confluence,rhonealpes,vision:outdoor=0968,vision:sky=058","?",5,7,4,12,2013,"http://farm8.staticflickr.com/7325/11202460023_a3ef03b1bf_t.jpg",6.8864
"48551155@N05",4.8258,45.762,15,26,12,2012,8.311446022E9,"roof,france,europe,lyon,places,toit,antenne,granderoue,cheminée,vieuxlyon,tuiles, roof,france,europe,lyon,places,toit,cheminée,vieuxlyon,tuiles","?",28,17,26,12,2012,"http://farm9.staticflickr.com/8363/8311446022_a78366fc8d_t.jpg",6.8961
"48551155@N05",4.8298,45.761,21,9,12,2012,8.258532785E9,"fêtedeslumières,théatredescélestins","?",17,23,9,12,2012,"http://farm9.staticflickr.com/8345/8258532785_66bae70fb7_t.jpg",6.9018
"48551155@N05",4.8303,45.761,11,27,10,2013,1.0551218295E10,"bridge,tourist,pont,brücke,ipad,passerelle,saône","Passerelle du Palais de Justice",55,7,29,10,2013,"http://farm3.staticflickr.com/2857/10551218295_78872e7f9e_t.jpg",6.9025
"48551155@N05",4.8309,45.766,11,27,10,2013,1.0551215345E10,"book,livre,bouquinistes,bücher,saône,vision:outdoor=0906","?",26,7,29,10,2013,"http://farm4.staticflickr.com/3808/10551215345_a19ce49be5_t.jpg",6.9034
"48551155@N05",4.831,45.758,15,15,12,2013,1.1454802873E10,"dance,dancer,danse,europe,france,lyon,noel,placebellecour,places,woman, woman,france,dance,europe,lyon,places,noel,dancer,danse,placebellecour","?",35,19,19,12,2013,"http://farm4.staticflickr.com/3737/11454802873_a7b226d9b0_t.jpg",6.9035
"48551155@N05",4.8314,45.758,14,22,9,2013,9.904345255E9,"france,europe,place,lyon,places,roller,kyan,slalom,bellecour,lugdunum","?",45,21,23,9,2013,"http://farm6.staticflickr.com/5469/9904345255_e4871004e8_t.jpg",6.9041
"48551155@N05",4.8315,45.758,14,22,9,2013,9.904324095E9,"france,europe,place,lyon,places,roller,kyan,slalom,bellecour,lugdunum, france,europe,place,lyon,places,roller,slalom,bellecour,lugdunum, france,europe,lyon,places,roller,slalom,lugdunum","?",44,21,23,9,2013,"http://farm4.staticflickr.com/3742/9904324095_5e99d65204_t.jpg",6.9042
"48551155@N05",4.8318,45.758,18,15,6,2013,9.074573434E9,"gay,girls,3,france,girl,lesbian,europe,place,lyon,places,pride,bellecour,lesbi,lesbierin, gay,girls,france,girl,lesbian,europe,place,lyon,places,pride,bellecour,etreinte","Lesbian &amp; gay pride, Lyon 2013",1,6,18,6,2013,"http://farm8.staticflickr.com/7303/9074573434_8b2d00d504_t.jpg",6.9046
"48551155@N05",4.8322,45.76,21,9,12,2012,8.258474537E9,"fêtedeslumières,théatredescélestins","?",10,22,9,12,2012,"http://farm9.staticflickr.com/8198/8258474537_7c72265f63_t.jpg",6.9052
"48551155@N05",4.8324,45.757,16,4,5,2013,8.71579045E9,"anthony,tournage,courtmétrage","?",7,21,6,5,2013,"http://farm8.staticflickr.com/7282/8715790450_49e0eab237_t.jpg",6.9055
"48551155@N05",4.8324,45.758,15,18,1,2014,1.2060105183E10,"musician,music,france,europe,lyon,places,placebellecour, musician,music,france,europe,lyon,places,trompette,placebellecour,vision:outdoor=0613, musician,music,man,france,europe,lyon,places,trombone,trompette,placebellecour,vision:outdoor=059, musician,music,france,girl,europe,place,lyon,drum,places,tambour,musique,placebellecour, musician,music,france,europe,lyon,places,placebellecour,vision:sky=0622, musician,music,france,europe,lyon,places,placebellecour,vision:mountain=0581,vision:outdoor=094, musician,music,france,girl,europe,lyon,drum,places,placebellecour,vision:outdoor=051","?",15,0,21,1,2014,"http://farm4.staticflickr.com/3742/12060105183_5ec61db4c2_t.jpg",6.9055
"48551155@N05",4.835,45.768,0,8,12,2012,8.254925454E9,"hoteldeville,lumière,fêtedeslumières,poupée","Fête des lumières, Lyon 2012",5,12,8,12,2012,"http://farm9.staticflickr.com/8495/8254925454_a001726959_t.jpg",6.9092
"48551155@N05",4.8357,45.761,19,14,12,2013,1.1862887736E10,"photographer,photographe,fêtedeslumières,ipad, photographer,photographe,fêtedeslumières,ipad,vision:text=052,vision:outdoor=0798","?",26,23,9,1,2014,"http://farm3.staticflickr.com/2817/11862887736_f0b191bd22_t.jpg",6.9102
"48551155@N05",4.836,45.764,23,6,12,2013,1.1296179894E10,"girls,woman,girl,smile,women,femme,sourire,femmes,fêtedeslumières,2013","Fête des lumières 2013, Lyon",5,20,9,12,2013,"http://farm4.staticflickr.com/3773/11296179894_28ce7eaeea_t.jpg",6.9106
"48551155@N05",4.8385,45.766,23,12,12,2010,5.258423309E9,"france,europe,lyon,footbridge,places,fêtedeslumières,rhônealpes,quaidurhône,passerelleducollège,fusgängerbrücke,eolight, france,europe,lyon,footbridge,places,rhônealpes,passerelleducollège,fusgängerbrücke","Passerelle du Collège. Fête des lumières.",10,21,13,12,2010,"http://farm6.staticflickr.com/5209/5258423309_0a47db758a_t.jpg",6.9142
"48551155@N05",4.8394,45.76,14,28,12,2010,5.300125331E9,"bridge,france,river,lyon,rhône,rivière,pont,brücke,hôteldieu,rhônealpes,pontdelaguillotière","?",31,17,28,12,2010,"http://farm6.staticflickr.com/5010/5300125331_437ddf10a3_t.jpg",6.9155
"48551155@N05",4.8397,45.766,14,18,12,2010,5.277443367E9,"france,chardon,rhônealpes,millery,poneyterie","?",9,18,20,12,2010,"http://farm6.staticflickr.com/5283/5277443367_9f37827bf1_t.jpg",6.9159
"48551155@N05",4.84,45.757,15,15,12,2013,1.1408716554E10,"portrait,girl,fille,bergesdurhône,jeuxdemotsclés,vision:people=099,vision:face=099, portrait,girl,fille,bergesdurhône,jeuxdemotsclés, boy,portrait,garçon,bergesdurhône,jeuxdemotsclés,vision:people=099,vision:face=099,vision:outdoor=0785,vision:sky=0547","?",59,21,16,12,2013,"http://farm4.staticflickr.com/3802/11408716554_cef9f85792_t.jpg",6.9164
"48551155@N05",4.8411,45.766,1,12,12,2010,5.253291285E9,"france,europe,lyon,places,fêtedeslumières,rhônealpes,quaidurhône,eolight, france,europe,lyon,footbridge,places,fêtedeslumières,rhônealpes,quaidurhône,passerelleducollège,fusgängerbrücke,eolight","Fête des lumières.",16,9,12,12,2010,"http://farm6.staticflickr.com/5128/5253291285_70467d14b9_t.jpg",6.9179
"48551155@N05",4.8437,45.777,17,28,10,2012,8.131737895E9,"roof,silhouette,sonnenuntergang,toit,dach,cheminée,couchédesoleil","?",32,17,28,10,2012,"http://farm9.staticflickr.com/8468/8131737895_6def509092_t.jpg",6.9216
"48551155@N05",4.8502,45.764,18,12,5,2013,9.316824004E9,"france,paul,construction,europe,lyon,places,grue,halles,chantier,paulbocuse","Helle de Lyon, Paul Bocuse",47,18,18,7,2013,"http://farm8.staticflickr.com/7289/9316824004_5a542e9a9d_t.jpg",6.9309
"48551155@N05",4.8536,45.779,16,26,12,2010,5.293910478E9,"france,europe,lyon,hiver,places,neige,panneau,rhônealpes,parcdelatêtedor","?",28,17,26,12,2010,"http://farm6.staticflickr.com/5005/5293910478_414dd9207c_t.jpg",6.9358
"48551155@N05",4.8541,45.777,15,10,3,2012,6.970378973E9,"france,church,kirche,rhône,eglise","?",40,20,10,3,2012,"http://farm8.staticflickr.com/7186/6970378973_db9c954f72_t.jpg",6.9365
"48551155@N05",4.855,45.773,13,13,11,2011,6.339786503E9,"grandeserre, palme,grandeserre","?",14,13,13,11,2011,"http://farm7.staticflickr.com/6040/6339786503_00a7195b73_t.jpg",6.9378
"48551155@N05",4.8563,45.763,15,25,7,2009,5.159082161E9,"france,tower,europe,lyon,places,spiegelung,hochhaus,gratteciel,partdieu,rhônealpes,swisslife,touroxygène","?",43,22,8,11,2010,"http://farm5.staticflickr.com/4043/5159082161_06d020c14e_t.jpg",6.9397
"48551155@N05",4.8569,45.776,17,1,4,2012,6.889433228E9,"flowers,france,fleurs,lyon,blumen,rhône","?",26,16,1,4,2012,"http://farm8.staticflickr.com/7088/6889433228_6207644982_t.jpg",6.9405
"48616777@N05",4.8216,45.762,14,12,4,2013,8.657920371E9,"france,lyon,ville,rhônealpes","?",4,19,17,4,2013,"http://farm9.staticflickr.com/8111/8657920371_85184cc26c_t.jpg",6.8901
"48828139@N05",4.8504,45.782,13,29,7,2011,5.987500916E9,"park,summer,blackandwhite,plant,flower,colour,rose,closeup,afternoon,sunny,colourful, pink,red,summer,plant,flower,colour,water,rose,afternoon,perspective,sunny,drop,petal,droplet,colourful,colorphotoaward","?",42,11,29,7,2011,"http://farm7.staticflickr.com/6001/5987500916_7dac7ff562_t.jpg",6.9312
"49115809@N06",4.8796,45.766,10,8,5,2012,7.163702968E9,"lyon,weightless,tnp,rhônealpes,apesanteur","<a href=http://www.facebook.com/apesanteur.fr rel=
ofollow> réalisé avec le collectif apesanteur </a>

<a href=http://www.flickr.com/photos/chouca/sets/72157629647979880/with/7163702968/> Plus de photos dans lalbum</a>
",31,9,9,5,2012,"http://farm8.staticflickr.com/7232/7163702968_0ee4d3b286_t.jpg",6.9729
"49128203@N08",4.8346,45.761,4,26,8,2005,5.686597303E9,"man,sex,shop,alley,lyon,passage,homme,rhone","?",22,13,4,5,2011,"http://farm6.staticflickr.com/5107/5686597303_6d93d264c8_t.jpg",6.9086
"49130478@N02",4.817,45.873,20,29,9,2011,6.256989134E9,"?","?",14,8,18,10,2011,"http://farm7.staticflickr.com/6120/6256989134_5c1a7d4709_t.jpg",6.8835
"49166541@N03",4.8318,45.779,0,1,1,2010,5.080480172E9,"streetart,bird,graffiti,lyon,pigeon,tag,graff,taube,tz5,panasonictz5,brigraff, streetart,car,collage,graffiti,sticker,lyon,voiture,graff,circulation,vélo,codedelaroute,panasonictz5","?",0,4,14,10,2010,"http://farm5.staticflickr.com/4150/5080480172_0dde043cf5_t.jpg",6.9046
"49195072@N03",4.8298,45.77,18,8,5,2008,4.529357378E9,"chat,lyon","?",9,21,17,4,2010,"http://farm5.staticflickr.com/4043/4529357378_d766f203f5_t.jpg",6.9018
"49220249@N05",4.8357,45.764,14,5,8,2012,7.789358094E9,"?","Looking up while going down an escalator at a metro station in Lyon. Only had a couple of seconds to frame the shot, but I liked the result.",22,17,15,8,2012,"http://farm8.staticflickr.com/7263/7789358094_5eaf070663_t.jpg",6.9102
"49363041@N02",4.7062,45.566,16,8,3,2009,4.537508205E9,"?","Demeure du Chaos, Saint-Romain (Lyon).",25,14,20,4,2010,"http://farm5.staticflickr.com/4049/4537508205_f447b06cb1_t.jpg",6.7252
"49366260@N06",4.8237,45.767,16,30,4,2010,4.576025492E9,"sport,competition,vtt,avalanchecup2010","?",37,19,3,5,2010,"http://farm5.staticflickr.com/4008/4576025492_4f3a59bca3_t.jpg",6.8931
"49503126065@N01",4.9135,45.767,13,7,12,2007,2.121791286E9,"river,cycling,lyon,dam,rhône","?",32,1,19,12,2007,"http://farm3.staticflickr.com/2030/2121791286_204ab6dbcf_t.jpg",7.0214
"49627684@N00",4.8227,45.764,17,15,12,2005,7.445775E7,"moon,lyon,hôteldeville","The moon over Hôtel de Ville.",6,18,17,12,2005,"http://farm1.staticflickr.com/36/74457750_2692be89d4_t.jpg",6.8916
"49627684@N00",4.8265,45.76,18,9,12,2006,3.23851065E8,"night,lyon,gogh,lysfest,fetedelalumiere","Light fest again!

(Composition somewhat inspired by <a href=http://www.allposters.com/-sp/-Posters_i329399_.htm>this one</a>...)",18,14,16,12,2006,"http://farm1.staticflickr.com/128/323851065_d40af03f69_t.jpg",6.8971
"49627684@N00",4.8266,45.757,15,27,1,2006,3.70926744E8,"graffiti,lyon,mosaic,tag,spaceinvader,pixelart,videogame,stgeorge,d80","?",44,17,27,1,2007,"http://farm1.staticflickr.com/174/370926744_30e85d6d92_t.jpg",6.8972
"49627684@N00",4.8269,45.764,16,13,1,2007,3.55849205E8,"construction,lyon,lafrance,badlight,d80,nikond80","Construction work in our Montée here in Lyon.",47,15,13,1,2007,"http://farm1.staticflickr.com/166/355849205_6ce6f70c88_t.jpg",6.8976
"49627684@N00",4.8608,45.784,21,14,2,2011,5.445561419E9,"music,concert,lyon,lastfm:event=1734494","Koselig, koselig. Nesten for. Men gøy.",3,20,14,2,2011,"http://farm6.staticflickr.com/5132/5445561419_4273550e06_t.jpg",6.9461
"49630385@N07",4.8335,45.761,15,21,3,2010,4.685065098E9,"france,canon,reflex,nikon,lyon,nicolas,rue,amateur,numérique,ville,décoration,vieille,ancien,rhone,photographe,rétro,lyonnais,massé,d3000","Statue du Passage de lArgue (69002)",57,11,9,6,2010,"http://farm5.staticflickr.com/4018/4685065098_7eba368bca_t.jpg",6.9071
"49743642@N07",4.8278,45.766,0,12,8,2008,4.682835582E9,"night,lyon,lightsday","?",0,17,8,6,2010,"http://farm5.staticflickr.com/4037/4682835582_67bfedc74b_t.jpg",6.8989
"49743642@N07",4.828,45.76,21,8,12,2010,5.3006134E9,"night,lights,lyon,fêtedeslumières,8décembre,lightsday","Fête des lumières de Lyon 2010.

// Lights day, Lyon 2010",56,16,28,12,2010,"http://farm6.staticflickr.com/5042/5300613400_9eafc7a19f_t.jpg",6.8992
"49743642@N07",4.8334,45.757,0,12,8,2008,4.682833454E9,"night,lyon,lightsday","?",0,17,8,6,2010,"http://farm5.staticflickr.com/4017/4682833454_06df32eeff_t.jpg",6.9069
"49754946@N05",4.829,45.759,19,12,7,2011,6.037604655E9,"street,france,photography,star,lyon,xsi,450d,55250, street,france,canon,vintage,photography,lyon,xsi,450d,55250mm","?",57,11,13,8,2011,"http://farm7.staticflickr.com/6197/6037604655_15f02452ed_t.jpg",6.9006
"49922542@N00",4.823,45.762,1,14,7,2004,8.9604887E7,"france,lyon,getty,andyhurvitz","?",41,8,22,1,2006,"http://farm1.staticflickr.com/29/89604887_dc7e279b1c_t.jpg",6.8921
"49922542@N00",4.833,45.764,5,13,7,2004,8.9603677E7,"france,lyon,getty,andyhurvitz","?",40,8,22,1,2006,"http://farm1.staticflickr.com/30/89603677_c71784665a_t.jpg",6.9064
"49922542@N00",4.8478,45.777,9,14,7,2004,8.960518E7,"france,lyon,getty,andyhurvitz, france,andy,lyon,getty,andyhurvitz","?",8,8,22,1,2006,"http://farm1.staticflickr.com/25/89605180_fa29cde4af_t.jpg",6.9275
"49963767@N08",4.8549,45.785,10,22,4,2012,7.102759813E9,"?","Demo session, Andrea presenting, Tim Berners Lee in the room, Andrea presenting the poster, Tim Berners Lee keynote",4,17,22,4,2012,"http://farm9.staticflickr.com/8001/7102759813_293e94b836_t.jpg",6.9377
"49980766@N02",4.8285,45.763,0,23,5,2010,4.710107301E9,"mikeknight,michaelemmendoerffer","?",46,1,18,6,2010,"http://farm2.staticflickr.com/1269/4710107301_670d646c51_t.jpg",6.8999
"50001932@N08",4.8229,45.763,17,11,11,2013,1.0804530426E10,"panorama,soleil,tour,lyon,bleu,ciel,crayon,vue,ville,panoramique,habitations,partdieu,basiliquedefourvière,cathédalesaintjean,palaisdejusticehistorique","?",21,19,11,11,2013,"http://farm3.staticflickr.com/2886/10804530426_3fd54eb851_t.jpg",6.8919
"50001932@N08",4.8276,45.75,14,9,5,2013,8.727140002E9,"eau,bière,poubelle,bassin,bouteilles,abandonné,écologie,kronembourg,déchet,protectiondelenvironnement,respectdelenvironnement","?",32,20,10,5,2013,"http://farm8.staticflickr.com/7355/8727140002_69a48662cb_t.jpg",6.8986
"50001932@N08",4.8526,45.784,15,26,1,2013,8.416143197E9,"art,robert,lyon,musée,exposition,greatest,hits,fin,confusion,couleur,mélange,début,graphisme,graphitis,contemporain,combas","?",57,15,26,1,2013,"http://farm9.staticflickr.com/8498/8416143197_593b154329_t.jpg",6.9344
"50435085@N02",4.8267,45.763,9,1,11,2008,4.636651219E9,"france","Lyon, France, 2008",42,22,24,5,2010,"http://farm5.staticflickr.com/4052/4636651219_741c074744_t.jpg",6.8974
"50519685@N00",4.8225,45.762,17,16,9,2012,8.016597218E9,"people,brown,france,building,church,architecture,standing,bench,beige,europe,catholic,sitting,arch,photographer,lyon,basilica,rope,ceiling,september,notredame,indoors,nave,shooting,crown,column,pews,photographing,2012,fourviere,notredamedefourviere,year2012,rhonealpesregion,meggiev,basilicaofnotredamedefourviere","?",31,19,23,9,2012,"http://farm9.staticflickr.com/8030/8016597218_1e3342d2be_t.jpg",6.8914
"50519685@N00",4.8268,45.757,13,17,9,2012,8.032702033E9,"bridge,blue,red,sky,france,building,tower,church,water,architecture,clouds,river,outdoors,europe,lyon,footbridge,hill,bluesky,september,notredame,handrail,2012,fourviere,ballustrade,rhonealpes,saone,stgeorgeschurch,saoneriver,churchofstgeorge,notredamedefourviere,eglisesaintgeorges,year2012,rhonealpesregion,metallictower","?",18,13,28,9,2012,"http://farm9.staticflickr.com/8320/8032702033_68b54799af_t.jpg",6.8975
"50519685@N00",4.8277,45.763,18,16,9,2012,8.032729769E9,"windows,people,france,building,architecture,facade,menu,walking,square,table,restaurant,beige,alley,europe,lyon,board,september,pedestrians,oldcity,2012,rhonealpes,vieuxlyon,ruesaintjean,year2012,placeneuvestjean,rhonealpesregion,legourmanddesaintjean","?",13,13,28,9,2012,"http://farm9.staticflickr.com/8309/8032729769_4f97d81f9d_t.jpg",6.8988
"50519685@N00",4.8567,45.778,12,16,9,2012,8.008682453E9,"park,blue,sky,white,house,france,reflection,water,animal,mouth,outdoors,zoo,pond,beige,europe,arch,lyon,alligator,ground,bluesky,september,lizard,crocodile,fangs,openmouth,predator,lying,snout,2012,parcdelatetedor,rhonealpes,6tharrondissement,year2012,lyon2012,parkofthegoldenhead,centrallyon","?",26,10,21,9,2012,"http://farm9.staticflickr.com/8444/8008682453_8aac972164_t.jpg",6.9402
"50519685@N00",4.8571,45.777,12,16,9,2012,8.008688322E9,"park,trees,france,green,bird,water,animal,sign,swimming,outdoors,zoo,pond,rocks,europe,lyon,merci,beak,waterbird,pelican,september,2012,parcdelatetedor,rhonealpes,6tharrondissement,year2012,lyon2012,parkofthegoldenhead,centrallyon","?",30,10,21,9,2012,"http://farm9.staticflickr.com/8304/8008688322_fb73700ba9_t.jpg",6.9408
"50558891@N00",4.8336,45.763,8,5,4,2012,6.901057056E9,"?","?",48,6,5,4,2012,"http://farm8.staticflickr.com/7221/6901057056_4b72b5469a_t.jpg",6.9072
"50565403@N00",4.829,45.765,19,2,1,2006,3.411655833E9,"france,primavera,spring,lyon,lione,francia,printemps,rhonealpes","<b>Lione,</b><i> Sul lungo Saona</i>

Oggi anche a Ginevra il primo vero primo pomeriggio primaverile, con 18C, senza vento e col sole ad accarezzare testa e vestiti un po piu leggeri. Nel mio caso un po, nel caso dei Ginevrini in calzoncini e cannottiera un po troppo (permettetemi) ",15,18,4,4,2009,"http://farm4.staticflickr.com/3328/3411655833_0a6ff39d9f_t.jpg",6.9006
"50649973@N00",4.8261,45.762,13,5,1,2007,4.01034218E8,"france,lyon,rhône,breed,verre","Boutique des oeuvres verrières de Vincent Breed",47,19,24,2,2007,"http://farm1.staticflickr.com/67/401034218_3aa4e9b483_t.jpg",6.8965
"50649973@N00",4.8266,45.76,13,5,1,2007,4.01032836E8,"france,lyon,rhône,vélo","Le fameux VéloV",40,19,24,2,2007,"http://farm1.staticflickr.com/144/401032836_694fa72aa2_t.jpg",6.8972
"50649973@N00",4.8377,45.765,13,6,12,2008,3.093431817E9,"france,lyon,fete,lumiere,nocturne,urbain","Fête du 8 décembre à Lyon",27,0,9,12,2008,"http://farm4.staticflickr.com/3269/3093431817_8ee0df3fb6_t.jpg",6.9131
"50739149@N02",4.874,45.784,18,22,5,2010,4.682867481E9,"insa,24h, insa,24h,orgas","?, 14h dimpro, ça sorganise.",11,21,8,6,2010,"http://farm2.staticflickr.com/1287/4682867481_a32eed99f7_t.jpg",6.9649
"50739149@N02",4.8746,45.783,16,23,5,2010,4.683500128E9,"insa,24h","San léquilibriste.",58,21,8,6,2010,"http://farm5.staticflickr.com/4062/4683500128_045193bc36_t.jpg",6.9658
"50739149@N02",4.8748,45.784,16,23,5,2010,4.716245679E9,"danse,insa,24h, insa,24h","?",17,9,20,6,2010,"http://farm5.staticflickr.com/4067/4716245679_dbe85b284f_t.jpg",6.9661
"50739149@N02",4.8763,45.784,17,23,5,2010,4.680655962E9,"insa,24h,orgas","Adieu cadavres.",24,0,8,6,2010,"http://farm5.staticflickr.com/4007/4680655962_e69d2a6b72_t.jpg",6.9682
"50739149@N02",4.8768,45.784,17,22,5,2010,4.682875941E9,"insa,24h","?",7,21,8,6,2010,"http://farm5.staticflickr.com/4009/4682875941_762cc00868_t.jpg",6.9689
"50747978@N04",4.818,45.736,16,16,9,2012,8.012605377E9,"graffiti,lyon,decay,tag,abandon,urbanexploration,perrache,confluence,urbex,marchégare,1dex,willerme","Un Dernier Morceau du Marché-Gare 

Rue Willerme
",2,17,22,9,2012,"http://farm9.staticflickr.com/8457/8012605377_6c18a0d24e_t.jpg",6.8849
"50747978@N04",4.8235,45.746,17,8,10,2010,6.506727597E9,"street,door,yellow,jaune,lyon,garage,fotolog,rhône,porte,perrache,confluence, lyon,perrache,vitrine,parpaing,séguin,dousseau","<a href=http://www.fotolog.com/djip_powershots/59489969 rel=
ofollow>www.fotolog.com/djip_powershots/59489969</a>, ?",35,19,13,12,2011,"http://farm8.staticflickr.com/7166/6506727597_ac048a0f5a_t.jpg",6.8928
